Sunday Adelaja
Sunday Adelaja
Sunday Adelaja
Sunday Adelaja
Sunday Adelaja
Sunday Adelaja
Sunday Adelaja
Sunday Adelaja
Sunday Adelaja
"Fredrik Backman, Beartown"
"Marcella Purnama, What I Wish I Had Known"
"Marcella Purnama, What I Wish I Had Known"
"Nnedi Okorafor, Kabu Kabu"
Sri Yukteswar Swami
"Janvier Chouteu-Chando, The Usurper: And Other Stories"
"Janvier Chouteu-Chando, The Usurper: And Other Stories"
"Janvier Chouteu-Chando, The Usurper: And Other Stories"
Janvier Chouteu-Chando
Janvier Chouteu-Chando
"Janvier Chouteu-Chando, The Usurper: And Other Stories"
"Janvier Chouteu-Chando, The Usurper: And Other Stories"
"Janvier Chouteu-Chando, The Usurper: And Other Stories"
"Janvier Chouteu-Chando, The Usurper: And Other Stories"
"Kamaran Ihsan Salih, Latest Proverbs"
Brandon Garic Notch
Richard L.  Ratliff
Richard L.  Ratliff
Brandon Garic  Notch
Tara Estacaan
"Barbara C. Doyle, A Hard Place to Breathe"
"Marcella Purnama, What I Wish I Had Known"
"Marcella Purnama, What I Wish I Had Known"
"Matt Padwick, Running Contra Diction"
Brandon Garic  Notch
Sunday Adelaja
Sunday Adelaja
Sunday Adelaja
Sunday Adelaja
Sunday Adelaja
Anthea Syrokou
Dominic Riccitello
Kimberley Eshuis
"Eleanor Brownn, Mile 9: The true story of a lifelong couch potato who one day made a decision that changed everything"
"Thornton Wilder, Our Town"
Lailah Gifty Akita
 he who knows understanding well shall surely know and understand ignorance well
 stop letting yourself be pulled in all directions.
"J. Kyle McNeal, Birthrights"
"J. Kyle McNeal, Birthrights"
Munia Khan
Nanette L. Avery
"Alexandre Dumas, The Three Musketeers"
Lailah Gifty Akita
nick catricala
Unknown
Bertrand Russell
"Walt Whitman, Leaves of Grass"
Sunday Adelaja
Jochebed Gwamna
Jochebed Gwamna
Agu Jaachynma N.E.
Dr. Lucas D. Shallua
Dr. Lucas D. Shallua
Dr. Lucas D. Shallua
Lailah Gifty Akita
"Zack Love, Anissa's Redemption"
"Zack Love, Anissa's Redemption"
"Zack Love, Anissa's Redemption"
"Zack Love, Anissa's Redemption"
Sunday Adelaja
"Daphne du Maurier, My Cousin Rachel"
Janvier Chouteu-Chando
"Idries Shah, Caravan of Dreams"
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
King Solomon
Sunday Adelaja
"John   Kramer, Blythe"
Janvier Chouteu-Chando
Anamika Mishra
Janvier Chouteu-Chando
Efrat Cybulkiewicz
Janvier Chouteu-Chando
Will Advise
"Zack Love, Anissa's Redemption"
"Zack Love, Anissa's Redemption"
"Zack Love, Anissa's Redemption"
Lailah Gifty Akita
Lailah Gifty Akita
Lailah Gifty Akita
Lailah Gifty Akita
Lailah Gifty Akita
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
"Janvier Chouteu-Chando, Disciples of Fortune"
Janvier Chouteu-Chando
Janvier Chouteu-Chando
Janvier Chouteu-Chando
"Jodi Lynn Anderson, Midnight at the Electric"
"Renee Ahdieh, The Wrath and the Dawn"
"Marcella Purnama, What I Wish I Had Known"
TemitOpe Ibrahim
"Marcella Purnama, What I Wish I Had Known"
Anamika Mishra
Angela Vallely
Zack Love
Hetty Green
"Abhijit Naskar, Illusion of Religion: A Treatise on Religious Fundamentalism"
Angela Vallely
TemitOpe Ibrahim
Angela Vallely
"Harper Lee, To Kill a Mockingbird"
"Harper Lee, To Kill a Mockingbird"
"Abhijit Naskar, Illusion of Religion: A Treatise on Religious Fundamentalism"
"Richelle E. Goodrich, Slaying Dragons"
Mokokoma Mokhonoana
"Anthea Syrokou, Eventually Julie"
Louise Hay
Hopal Green
Craig D. Lounsbrough
"Kilroy J. Oldster, Dead Toad Scrolls"
"Marcella Purnama, What I Wish I Had Known"
"Alexandre Dumas, The Three Musketeers"
"Kent Nerburn, Neither Wolf nor Dog: On Forgotten Roads with an Indian Elder"
Lailah Gifty Akita
Munia Khan
Emil M. Cioran
"Idries Shah, Sufi Thought and Action"
"C.J. Carlyon, The Cherry House"
"Melissa  Jennings, Afterlife"
"Alexandra Silber, After Anatevka: A Novel Inspired by Fiddler on the Roof"
Rasheed Ogunlaru
Efrat Cybulkiewicz
Craig D. Lounsbrough
"Debbie Macomber, Twenty Wishes"
Craig D. Lounsbrough
Enock Maregesi
"Idries Shah, Sufi Thought and Action"
Gift Gugu Mona
Craig D. Lounsbrough
"Gabriel García Márquez, Love in the Time of Cholera"
"Jonathan Star, Tao Te Ching"
Sunday Adelaja
Levon Peter Poe
Craig D. Lounsbrough
Sunday Adelaja
"Amit Ray, Walking the Path of Compassion"
"Abhijit Naskar, Wise Mating: A Treatise on Monogamy"
Sunday Adelaja
Sunday Adelaja
"Donna Goddard, Waldmeer"
"Donna Goddard, Waldmeer"
Mehmet Murat ildan
Gift Gugu Mona
Sunday Adelaja
Richard L.  Ratliff
Sunday Adelaja
"Alexandre Dumas, The Three Musketeers"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Stefan Emunds, A Modern Crash Course in Spirituality"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Alaric Hutchinson, Living Peace"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
Kwaku Owusu Jnr
Kwaku Owusu Jnr
"Michael Meade, The Genius Myth"
"Alaric Hutchinson, Living Peace"
Efrat Cybulkiewicz
"Amit Trivedi, Riding The Roller Coaster: Lessons from financial market cycles we repeatedly forget"
Vineet Raj Kapoor
"Abhijit Naskar, Wise Mating: A Treatise on Monogamy"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Abhijit Naskar, Wise Mating: A Treatise on Monogamy"
"Abhijit Naskar, Wise Mating: A Treatise on Monogamy"
"Abhijit Naskar, Wise Mating: A Treatise on Monogamy"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
Joseph P. Kauffman
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
Enock Maregesi
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Idries Shah, Wisdom of the Idiots"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
DeWayne Owens
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
Criss Jami
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Alaric Hutchinson, Living Peace"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Joseph P. Kauffman, The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom"
"Alaric Hutchinson, Living Peace"
"J.K. Rowling, Harry Potter: The Prequel"
Curtis Tyrone Jones
Curtis Tyrone Jones
Tenzin Palmo
Mehmet Murat ildan
Chitra Lekha Banerjee Divakaruni
Curtis Tyrone Jones
"Idries Shah, Wisdom of the Idiots"
Gift Gugu Mona
"Idries Shah, The Dermis Probe"
Mehmet Murat ildan
Ana Rangel & Gerry O'malley
 our undivided attention is better suited for humbler aspirations.
Gina Barreca
DeWayne Owens
Dmitry Dyatlov
Craig D. Lounsbrough
Craig D. Lounsbrough
Maxim Gorki
Dr. Kyaciss Pfiell
James Bergson
Mehmet Murat ildan
Curtis Tyrone Jones
But their proper mixtureIs the summit of beatitude.
"Mereda Hart Farynyk, Daughter of the Rain"
Curtis Tyrone Jones
"Idries Shah, Wisdom of the Idiots"
"Alaric Hutchinson, Living Peace"
"Alaric Hutchinson, Living Peace"
"Roman Payne, Hope and Despair"
Roman Payne
"Drishti Bablani, Wordions"
"C.S. Lewis, The Screwtape Letters"
"Éliphas Lévi, El libro de los sabios: Obra postuma"
"Richelle E. Goodrich, Slaying Dragons"
Eraldo Banovac
Curtis Tyrone Jones
"Chris Heimerdinger, Gadiantons and the Silver Sword"
"Veronica Roth, Carve the Mark"
Curtis Tyrone Jones
Nikki Rowe
 distress is the only real reason to question something
A.H. Septimius
Gift Gugu Mona
"Jennifer Niven, Velva Jean Learns to Fly"
"Pierce Brown, Golden Son"
"Pearl Zhu, 100 Creativity Ingredients: Everyone's Playbook to Unlock Creativity"
Levon  Peter Poe
James Rozoff
"Ursula K. Le Guin, A Wizard of Earthsea"
Bertrand Russell
John F. Kennedy
Deyth Banger
"Robert Walser, Jakob von Gunten"
"Robert Walser, Jakob von Gunten"
"Abhijit Naskar, Either Civilized or Phobic: A Treatise on Homosexuality"
"Abhijit Naskar, Either Civilized or Phobic: A Treatise on Homosexuality"
James Rozoff
 Fate's sure in the way somehow. What's important is the essence.  Although we still have free will We also have a whole lot to deal.
"Veronica Roth, Divergent"
"Sarah Dessen, Just Listen"
Sigmund Freud
C. JoyBell C.
"Judith McNaught, Remember When"
C. JoyBell C.
Maya Angelou
C. JoyBell C.
Seneca
"Paulo Coelho, Eleven Minutes"
C. JoyBell C.
Robert Frost
C. JoyBell C.
Mahatma Gandhi
"Elizabeth Scott, Perfect You"
Woody Allen
Henry James
"Jalaluddin Rumi, The Essential Rumi"
C. JoyBell C.
Demi Lovato
Ralph Waldo Emerson
"Elizabeth Gilbert, Eat, Pray, Love"
"Lewis Carroll, Alice's Adventures in Wonderland & Through the Looking-Glass"
"Neil Gaiman, Fragile Things: Short Fictions and Wonders"
C. JoyBell C.
C. JoyBell C.
"Amy Harmon, Making Faces"
"Paulo Coelho, Like the Flowing River"
C. JoyBell C.
"Ellen DeGeneres, Seriously... I'm Kidding"
"Stephen Chbosky, The Perks of Being a Wallflower"
C. JoyBell C.
"J.K. Rowling, Fantastic Beasts and Where to Find Them: The Original Screenplay"
 it only shines because the sun is there.
"Tere Liye, Ayahku (Bukan) Pembohong"
C. JoyBell C.
Harry Crews
"Sherrilyn Kenyon, Dream Chaser"
"Sheryl Sandberg, Lean In: Women, Work, and the Will to Lead"
Maya Angelou
C. JoyBell C.
Jim Henson
C. JoyBell C.
"C. JoyBell C., Saint Paul Trois Chateaux: 1948"
 nor can you be alive for anybody else.
C. JoyBell C.
"Brandon Sanderson, The Way of Kings"
"L.R. Knost, Two Thousand Kisses a Day: Gentle Parenting Through the Ages and Stages"
Mary Haskell
C. JoyBell C.
"A.P.J. Abdul Kalam, Wings of Fire: An Autobiography"
"Paulo Coelho, The Alchemist"
John Paul Warren
C. JoyBell C.
"Amari Soul, Reflections Of A Man"
"Charles F. Glassman, Brain Drain   The Breakthrough That Will Change Your Life"
"Robert Greene, The 48 Laws of Power"
C. JoyBell C.
C. JoyBell C.
Albert Einstein
"Lauren Oliver, Before I Fall"
"Elvis Presley, Elvis: Ultimate Gospel"
Jim Elliot
Paulo Coelho
Osho
"Stephen Chbosky, The Perks of Being a Wallflower"
Jalaluddin Rumi
Jared Leto
C. JoyBell C.
C. JoyBell C.
Aristophanes
"Steve Harvey, Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment"
"Michael A. Singer, The Untethered Soul: The Journey Beyond Yourself"
Nelson Mandela
"Charles W. Leadbeater, We Think: The Power Of Mass Creativity"
Mother Teresa
C. JoyBell C.
C. JoyBell C.
"John O'Donohue, Anam Cara: A Book of Celtic Wisdom"
C. JoyBell C.
Marianne Williamson
"Paulo Coelho, Manuscript Found in Accra"
Lao Tzu
"Charles F. Glassman, Brain Drain   The Breakthrough That Will Change Your Life"
"Corrie ten Boom, The Hiding Place: The Triumphant True Story of Corrie Ten Boom"
Steven Spielberg
"C. JoyBell C., Saint Paul Trois Chateaux: 1948"
"Wanda E. Brunstetter, Wanda E. Brunstetter's Amish Friends Cookbook: Desserts"
Emma Stones
"Bella Forrest, A Shade of Vampire"
C. JoyBell C.
Tommy Lasorda
"Vincent van Gogh, Van Gogh's Starry Night Notebook"
Ian Somerhalder
"Aberjhani, The River of Winged Dreams"
Jay Danzie
René Descartes
James Cameron
Amy Leigh Mercree
"Felix Y. Siauw, Beyond The Inspiration"
"Rachel Vincent, My Soul to Take"
"Bob Ong, Macarthur"
 I was. I want to be.
"Ann Brashares, My Name Is Memory"
Amy Leigh Mercree
"Jean-Luc Godard, Breathless"
"Octavian Paler, Un om norocos"
Michael Scott
Ernest Holmes
C. JoyBell C.
Jack Layton
Joshua Hartzell
"X. Williamson, Distract My Hunger"
Helen Keller
Roy T. Bennett
Roy T. Bennett
C. JoyBell C.
Roy T. Bennett
Roy T. Bennett
Roy T. Bennett
"Paulo Coelho, Warrior of the Light"
Roy T. Bennett
Dwight L. Moody
Michelle Geaney
C. JoyBell C.
C. JoyBell C.
"Jacqueline Woodson, Brown Girl Dreaming"
"Charles L. Whitfield, Boundaries and Relationships, Knowing, Protecting and Enjoying the Self"
C. JoyBell C.
"Brandon Sanderson, The Way of Kings"
C. JoyBell C.
C. JoyBell C.
Chris Wright
"Andrea Hirata, Padang Bulan"
Roy T. Bennett
Roy T. Bennett
 facts can be realigned. But fiction never lies.
"Jonathan Franzen, The Corrections"
Sachin Tendulkar
Amy Leigh Mercree
"Danielle Steel, Five Days in Paris"
Demi Lovato
"Penelope Douglas, Rival"
"Jennifer O'Neill, Inspirational Quotes"
Confucius
"Rhonda Byrne, The Secret"
Amy Leigh Mercree
"Susanna Kearsley, The Winter Sea"
C. JoyBell C.
C. JoyBell C.
"Sherrilyn Kenyon, No Mercy"
C. JoyBell C.
"William Shakespeare, Julius Caesar"
"C. JoyBell C., The Sun Is Snowing: Poetry & Prose by C. Joybell C"
 flight is a beautiful process. But then to rest on the wings of God as He flies: this is divine.
C. JoyBell C.
 you realize everything that happens in life is a result of the previous choice you’ve made and start making new choices to change your life.
"Steve Maraboli, Life, the Truth, and Being Free"
"Malcolm Gladwell, Outliers: The Story of Success"
Violet Haberdasher
C. JoyBell C.
Roy T. Bennett
 to see the good in every situation and look on the best side of every event.
C. JoyBell C.
Roy T. Bennett
Roy T. Bennett
Johnathan Jena
Amy Leigh Mercree
Edward Bulwer-Lytton
"Felix Y. Siauw, Beyond The Inspiration"
C. JoyBell C.
"Penelope Douglas, Rival"
"B.R. Ambedkar, Writings And Speeches: A Ready Reference Manual"
C. JoyBell C.
C. JoyBell C.
C. JoyBell C.
 YOU COULD SPEND YOUR ENTIRE LIFE SETTLING FOR WHAT YOU CAN GET
Abraham Lincoln
Roy T. Bennett
C. JoyBell C.
"Roy T. Bennett, The Light in the Heart"
Richard Bandler
Golda Poretsky
Roy T. Bennett
Satchel Paige
"Danielle Sibarium, For Always"
John C. Maxwell
"Patricia Briggs, River Marked"
Lenore Wolfe
Amy Leigh Mercree
Amy Leigh Mercree
Amy Leigh Mercree
C. JoyBell C.
C. JoyBell C.
Thomas S. Monson
C. JoyBell C.
"Maria Robinson, From Birth to One"
"Michelle Sutton, Never Without Hope"
Roy  Bennett
Tahir M Khan
"Antoine de Saint-Exupéry, The Little Prince"
"Wendy Mass, Every Soul a Star"
Enrique Jardiel Poncela
C. JoyBell C.
C. JoyBell C.
"Tao Lin, Eeeee Eee Eeee"
"Randolph J. Rogers, The Key of Life; A Metaphysical Investigation"
"Rick Warren, The Purpose Driven Life: What on Earth Am I Here for?"
"Gregory J. Boyle, Tattoos on the Heart: The Power of Boundless Compassion"
Roy T. Bennett
Amy Leigh Mercree
"عباس محمود العقاد, أنا"
Amy Leigh Mercree
Mark W. Boyer
Amy Leigh Mercree
Karen Salmansohn
Roy  Bennett
Lailah Gifty Akita
Hazrat Ali ibn Abu-Talib
"Joel Osteen, It's Your Time: Activate Your Faith, Accomplish Your Dreams, and Increase in God's Favor"
"Elizabeth Parker, Bark Out Loud! Motivational Quotes Inspired by Dogs"
Amy Leigh Mercree
"Laurent Gounelle, L'homme qui voulait être heureux"
Roy  Bennett
"Caroline Gerardo, Toxic Assets"
Amy Leigh Mercree
Amy Leigh Mercree
C. JoyBell C.
C. JoyBell C.
Gloria E. Anzaldúa
Mo Stegall
Anaïs Nin
Mary Anne Radmacher
C. JoyBell C.
"Ellen DeGeneres, Seriously... I'm Kidding"
C. JoyBell C.
Nirav Sanchaniya
"Jenny B. Jones, There You'll Find Me"
Erin Hanson
"William Goldman, The Princess Bride"
Amy Leigh Mercree
Amy Leigh Mercree
Sahndra Fon Dufe
"Amy Leigh Mercree, The Spiritual Girl's Guide to Dating: Your Enlightened Path to Love, Sex, & Soul Mates"
Amy Leigh Mercree
Amy Leigh Mercree
Hazrat Ali ibn Abu-Talib
"Fredrik Backman, Britt-Marie var här"
"Richard Branson, Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way"
Epictetus
C. JoyBell C.
"Oprah Winfrey, Oprah Winfrey Speaks: Insights from the World's Most Influential Voice"
Roy T. Bennett
C. JoyBell C.
C. JoyBell C.
C. JoyBell C.
Michael J. Fox
C. JoyBell C.
"Richelle E. Goodrich, Smile Anyway"
Ram Dass
William Feather
James Dashner
Deborah Brodie
"Heather Schuck, The Working Mom Manifesto"
"David Gemmell, Lord of the Silver Bow"
Clive Ollies
Amy Leigh Mercree
"Jodi Picoult, Sing You Home"
Amy Leigh Mercree
Roy  Bennett
Hazrat Ali ibn Abu-Talib
Hemmingway Ernest
"Lailah Gifty Akita, Think Great: Be Great!"
Sudha Murty
"Amy Leigh Mercree, The Spiritual Girl's Guide to Dating: Your Enlightened Path to Love, Sex, & Soul Mates"
C. JoyBell C.
"Denzel Washington, A Hand to Guide Me"
"Will Fetters, Memoirs"
C. JoyBell C.
C. JoyBell C.
 as the world fades your soul will rise and glisten. Amongst the dehydrated crevices of a desert earth you will stumble upon your diamonds
Charles F. Stanley
C. JoyBell C.
"Mitch Albom, Tuesdays with Morrie"
Richard Bach
William S. Burroughs
"Heather Cochran, The Return of Jonah Gray"
"Allan Frewin Jones, The Lost Queen"
Amy Leigh Mercree
"Michelle Horst, Visions and Shadows"
Austin Kleon
Kendrick Nguyen
"Suzanne Elizabeth Anderson, Waiting with God"
Chriscinthia Blount
"Agona Apell, The Success Genome Unravelled: Turning Men from Rot to Rock"
"Neil Gaiman, The Ocean at the End of the Lane"
C. JoyBell C.
"C.Michelle Gonzalez, A Journey in to Divine Love: Live, Laugh, Love, Meditate"
Roy  Bennett
C. JoyBell C.
"Mary Baker Eddy, Poems by Mary Baker Eddy"
C. JoyBell C.
C. JoyBell C.
C. JoyBell C.
"Jonathan Anthony Burkett, Friends 2 Lovers: The Unthinkable"
Robert Muller
Patrick Ness
"Odille Rault, Beyond the Magic Pill: A Collection of the Insights of Illusions"
"Kevin Ngo, Let's Do This! 100 Powerful Messages to Help You Take Action"
L.A. Jones
"Leo Tolstoy, War and Peace"
"Paulo Coelho, The Fifth Mountain"
Amy Leigh Mercree
Roy  Bennett
Amy Leigh Mercree
Amy Leigh Mercree
C. JoyBell C.
Maria Magdalena
"April Cofield Essix, From Crack to Christ: A Witness"
Roy  Bennett
C. JoyBell C.
C. JoyBell C.
Erin Bow
C. JoyBell C.
C. JoyBell C.
Jerry B. Jenkins
Hazrat Ali ibn Abu-Talib
Margaret Cho
Victoria Addino
"Randy Alcorn, Deadline"
Mike Meyer
C. JoyBell C.
David Gemmell
Qaisar Iqbal Janjua
"Erika Johansen, The Invasion of the Tearling"
"Homer, The Odyssey"
"Ramdhari Singh 'Dinkar', रश्मिरथी"
Amy Leigh Mercree
Amy Leigh Mercree
"Charles F. Glassman, Brain Drain   The Breakthrough That Will Change Your Life"
Amy Leigh Mercree
"Penelope Douglas, Rival"
"Kaori Yuki, Angel Sanctuary, Vol. 20"
"K.  Webster, Alpha & Omega"
Roy  Bennett
Germany Kent
C. JoyBell C.
"Abigail Adams, My Dearest Friend: Letters of Abigail and John Adams"
"Aberjhani, Visions of a Skylark Dressed in Black"
Louisa May Alcott
C. JoyBell C.
Charlaine Harris
"Robert Masello, Blood and Ice"
 excuses are.
Udai Yadla
Udai Yadla
Aaron Dennis
Amy Leigh Mercree
Thomas F. Shubnell
Amy Leigh Mercree
"Udai Yadla, A Walk in the Rain"
Udai Yadla
Udai Yadla
Udai Yadla
Roy  Bennett
 there’s no stopping you.
Genereux Philip
Amy Leigh Mercree
Amy Leigh Mercree
Roy  Bennett
Udai Yadla
Udai Yadla
Amy Leigh Mercree
Amy Leigh Mercree
Udai Yadla
C. JoyBell C.
"C. JoyBell C., Saint Paul Trois Chateaux: 1948"
C. JoyBell C.
C. JoyBell C.
"Miguel Ruiz, Prayers: A Communion with Our Creator"
"Joanne Crisner, Brightest"
C. JoyBell C.
"Paulo Coelho, The Alchemist"
John R. Gouin
Thisuri Wanniarachchi
Molly Friedenfeld
Joshua Hartzell
Leila Summers
I-Ching
"J. Conrad Guest, January's Paradigm"
Amy Leigh Mercree
"Lailah Gifty Akita, Pearls of  Wisdom: Great  mind"
C. JoyBell C.
"Michael R. Krozer, Diary of a Short Life"
Amy Leigh Mercree
"Philen Naidu, My Life My Africa"
Ludwig Boltzmann
Amy Leigh Mercree
Amy Leigh Mercree
Roy  Bennett
John Updike
"Jennifer Van Allen, The Runner's World Big Book of Running for Beginners: Lose Weight, Get Fit, and Have Fun!"
C. JoyBell C.
Richard Paul Evans
Tonny K. Brown
"Richelle E. Goodrich, Eena, The Dawn and Rescue"
E.M.Bounds
C. JoyBell C.
Charles F. Glassman
Amy Leigh Mercree
Amy Leigh Mercree
Amy Leigh Mercree
Roy  Bennett
Amy Leigh Mercree
"Amy Leigh Mercree, The Spiritual Girl's Guide to Dating: Your Enlightened Path to Love, Sex, & Soul Mates"
Amy Leigh Mercree
Amy Leigh Mercree
Amy Leigh Mercree
Amy Leigh Mercree
Amy Leigh Mercree
Amy Leigh Mercree
Amy Leigh Mercree
"Amy Leigh Mercree, The Spiritual Girl's Guide to Dating: Your Enlightened Path to Love, Sex, & Soul Mates"
Roy  Bennett
Amy Leigh Mercree
Roy  Bennett
Roy  Bennett
Louise L. Hay
Thea Kristine May
"Aberjhani, Elemental: The Power of Illuminated Love"
C. JoyBell C.
C. JoyBell C.
James     Baldwin
C. JoyBell C.
"Amit Kalantri, Wealth of Words"
"Mark Batterson, In a Pit with a Lion on a Snowy Day: How to Survive and Thrive When Opportunity Roars"
Steve Pavlina
 it's something they have to build.
Christopher Robinson
Eleesha
"Maryam Faresh, Daisy"
"Marala Scott, In Our House: Perception Vs Reality"
Vici Howard
"Ruti Yudovich, I Hate to Say Goodbye"
Anne Tyler
♥EJ <---
Paul Hoffmann
"Richelle E. Goodrich, Smile Anyway"
"Richelle E. Goodrich, Making Wishes"
"Natalie Wright, Emily's House"
Jayson Engay
"Lucas Remmerswaal, The A-Z of 13 Habits: Inspired by Warren Buffett"
C. JoyBell C.
"Richard Bach, Jonathan Livingston Seagull"
"Denzel Washington, A Hand to Guide Me"
Ray Bradbury
C. JoyBell C.
 of a desperate soul struggling to master the winds!
C. JoyBell C.
Terry Fox
Samuel Chadwick
Orison Swett Marden
Elizabeth Barrett Browning
C. JoyBell C.
Elizabeth O. Dulemba
Al Jarreau
"Karen Hackel, The Whisper of Your Soul"
Green Day
Joey Lawsin
Lynda Field
Chanda Kaushik
Amy Leigh Mercree
Amy Leigh Mercree
Amy Leigh Mercree
Amy Leigh Mercree
Amy Leigh Mercree
"L. Frank Baum, The Wonderful Wizard of Oz"
Todd Stocker
"Charles F. Glassman, Brain Drain   The Breakthrough That Will Change Your Life"
"Heather Schuck, The Working Mom Manifesto"
"Nataša Nuit Pantović, Conscious Parenting: Mindful Living Course for Parents"
"Nataša Nuit Pantović, Conscious Parenting: Mindful Living Course for Parents"
Rishank Jhavar
"Penelope Douglas, Rival"
Amy Leigh Mercree
Amy Leigh Mercree
"Amy Leigh Mercree, The Spiritual Girl's Guide to Dating: Your Enlightened Path to Love, Sex, & Soul Mates"
Bianca Baker
Roy  Bennett
Roy  Bennett
